ISO,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
KGZ,1.1246580197,1.4345563701,0.4535609628,0.9400070412,0.9744131465,1.1611383968,1.0924543258,1.0282763888,0.4378857396,1.2879032604,1.1101564387,0.7086325111,0.3548425369,1.2763875603,1.1303337976,1.022190472
KHM,1.0865122076,0.8733363869,1.1719525244,1.0073309161,1.1484726786,0.9772579928,1.045579717,0.8778823232,0.8757404792,0.613983614,0.9602041901,1.0611083909,1.0469900967,1.1039498515,1.0147406591,1.1194616929
KIR,0.8671874999,1.4117647051,-0.0887505327,1.0401264926,0.7870758509,0.2450675002,0.7349458699,1.5761544179,0.8215137091,1.5398981427,-0.1142929335,1.0095368449,1.1037559699,1.1156433261,0.9117168807,1.0482769567
KNA,1.2138864571,1.1092755342,0.8895776886,0.7094906576,1.0042646445,1.1080831053,1.0362405881,0.8715795557,1.1258383045,0.8526962457,0.9550179386,0.9909608856,0.9060440125,1.1243978896,1.0691457977,1.02946655
KOR,0.9292797086,1.0784736122,1.0775158626,1.0561249366,1.0274055308,1.1603108634,1.0692469783,1.0000448305,1.007832113,1.0091183621,0.8951636552,0.9921127595,1.0641026014,1.0286778447,1.0694880467,1.0526436801
KWT,1.1113987789,0.8616218768,1.0393371081,1.2831706858,1.0882010114,0.9365814098,1.0859525558,1.0788810372,0.8478845459,0.7518323744,0.900117206,1.1597183608,0.90288559,1.0863488601,1.0094753187,0.9607287874
LAO,1.0915726292,1.2596972195,0.4608192217,1.2132170533,0.5768667216,1.12580077,0.9545061949,2.0107887048,1.0726976911,0.4664056197,0.5382699421,1.1793894878,0.4749311428,1.1463677198,1.0663579986,1.1152293812
LBN,1.1786617143,0.9538668429,1.0895199973,0.7878359378,1.2748495838,1.125896252,1.2486464143,1.3282200014,0.6012697246,0.7607681139,1.2413848129,0.9997641155,0.8275513717,1.0232063492,0.9794464281,1.0258848747
LBR,1.4029735306,0.7260074818,1.090348839,0.283013982,0.6981802777,0.7268453927,1.1085910894,1.406395541,1.4712044271,1.2793072605,0.0111055745,0.9049492736,0.8444876033,1.3226211834,1.0259990269,0.9590528859
LBY,,,,,,,,,,,,,,,,
LKA,0.7325452817,0.9292871914,0.9596934405,1.1147070677,0.8824424192,1.1580402513,1.174761965,1.0707189073,1.1434541331,0.9093655863,1.0792664903,0.93306022,1.0464491684,1.0931950146,0.9755637233,1.0727070094
LTU,1.3226783026,1.0069442617,1.1176170825,1.2123046014,1.0359207502,1.0345968137,1.0951654675,1.0267768802,1.1382632753,0.9804616528,0.8915068442,1.0755825678,1.0684228511,1.2139628628,1.1098570195,1.0272820284
LUX,0.9537488225,0.9329651286,0.9109907799,0.9574381446,0.7945657196,1.0193257723,1.126897472,1.2706582284,1.0016570197,1.0028882722,0.9915967992,1.0713056241,1.0460879875,1.1879707685,1.2073882856,1.0526782141
LVA,1.276882351,1.008006733,1.1340787996,1.1140104321,1.1638734935,1.1933468513,1.1026846546,1.1173447421,1.0252054841,0.8823491929,0.6382968583,1.3073568708,1.1547295865,1.0981004858,1.0955972444,1.0221284863
MAC,0.9771154232,0.9940868116,1.378799002,1.2178037251,1.2536956721,1.0286724308,1.5047226542,1.4046060432,0.0823049569,0.7139746206,2.0699949235,1.0155121229,1.2595905727,1.3227884591,0.8383915318,0.5458914624
MAR,0.9924747597,0.913427852,1.0333975365,1.1565379092,0.7824367796,0.9503398717,1.0764917045,0.9486671529,1.0106067024,1.1010153019,0.9413106548,1.041564848,0.8828913657,1.2265370516,0.908669454,1.0690531867
MDG,1.142182579,1.2654962468,1.2907561793,0.4051138278,0.9768544446,1.1667608838,1.1695123866,0.9630542525,1.0588819826,1.0415005835,0.7938042741,0.6631500897,0.7516652051,0.7335142203,0.8087057495,1.0710773241
MDV,,,0.5210234775,1.6088644385,0.5835582112,1.0272719525,0.8212258192,1.142520305,1.083697093,0.8004189394,1.1089509026,1.0464055508,0.7851266975,1.1496964975,0.9810703204,1.0353380995
MEX,1.1064623085,0.9194562049,1.0217443158,0.9561874369,1.0564773258,0.9439381638,1.0525166612,1.002135797,0.9594240089,1.0044073646,1.1268685397,0.9818011529,1.0187315985,0.9948759754,1.0767959099,1.088837961
MHL,0.7746627291,1.0094751533,0.9602189565,1.0034026614,0.9119591662,1.1394834341,0.8628845286,0.9082498755,0.9672819107,0.8923700909,1.1287565328,1.0335394841,1.0739957035,1.0471819796,0.8468134063,0.9913300708
MKD,1.031479839,0.9494295229,1.2084663571,0.9752738655,1.1147258618,1.0783687266,1.1647617756,1.4021836286,1.1292750729,1.1423251315,1.0894657914,0.8622252245,1.0812946033,1.2096198655,1.1599615916,0.9959127585
MLI,0.9342867959,1.2882947676,1.017191141,1.1914336124,0.9523286694,1.0788455219,0.993001034,0.927347624,0.9688804725,1.5982694212,0.706779115,0.8947942004,1.0811112823,0.9788860038,1.1545305232,1.0725871556
MLT,1.1390559395,0.8988954672,1.1284089334,0.8849072713,1.0550216624,0.9727400133,1.0070695769,1.0390774038,1.0735629014,1.0472588546,1.0663068835,0.9565289987,0.9914627785,1.370088748,1.1598347914,1.1331921332
MMR,1.0083915923,1.5126668076,1.1228668565,1.128696523,0.7097414591,1.4149759353,1.0318067238,1.2355937161,1.7069401891,1.1188402452,0.7245803454,0.8190741233,1.3444676008,1.2217049938,0.9857248063,1.0690618761
MNE,0.8370257878,0.8721741576,0.8985103039,0.9097109855,0.8986227194,0.9009539383,1.3023698896,1.329830095,0.6801217674,1.5398544073,0.2117740682,1.0732293857,1.1256341843,1.1476706482,1.1255706373,0.9824859923
MNG,1.0356149264,0.9569334035,0.9899124641,1.2032932214,1.0769618747,1.1424070952,0.9683740952,0.60753427,1.1824520474,0.7990809413,-0.6931921193,1.0882977039,0.8503784378,0.659806967,1.0299051301,0.9959993611
MOZ,0.759685673,0.8902502718,1.166192332,0.700796092,1.1522502766,1.2819602667,1.0154598338,0.852747022,1.1341711719,0.8866197639,0.9660080719,0.7730942012,1.209965414,0.5464798186,1.1299378584,1.067960008
MRT,0.9467596973,0.8697310164,0.8918601667,1.057995481,0.8978007939,1.1095657276,1.3470537052,0.7606769736,0.9216590018,0.7869831037,0.9858369037,0.9497817427,0.8921427497,1.1274982757,1.1235041039,0.9879633166
MUS,0.9531921578,0.9217580842,1.0267389947,0.9489245598,1.0952031814,0.8911442668,0.9596752206,1.0812915123,1.0628236131,1.1058570024,0.9658909675,1.0796399233,0.9918742763,1.2394232407,0.7566721318,1.0889672379
MWI,1.1700089383,0.9084935523,1.0506008234,0.9434027147,1.0690573679,1.1876414192,1.01212,1.2242461538,0.8040248652,1.3407495887,0.7524237452,1.1033843038,1.1374126814,0.844168831,1.0038622429,1.0404971921
MYS,0.8327462211,0.8526863096,1.1362552103,0.7385769618,1.0628861547,0.9730409225,1.1916248785,0.9748319515,0.8550095512,1.000094084,0.9347920405,1.0877507003,1.1253108815,0.9272328376,1.0976049905,1.0151166721
NAM,1.0967369043,0.5655198973,1.3564133405,0.9528910192,1.1456948909,0.6909538513,1.1250291282,1.1030575765,0.2222578796,1.1625385169,1.10109187,1.2838604961,0.7017628311,1.3723905406,1.1142662642,1.0706752656
NER,1.5064765184,1.2619893254,0.923893644,0.9340209422,0.8569999999,1.3387162165,1.1793230767,0.9769434418,0.9364182278,0.5979929504,0.7253894386,0.7806942915,0.3761459589,1.0005153576,1.0238635119,1.0546529086
NGA,-0.4709448391,0.9805806463,0.7144189705,1.3139312274,1.5766135723,0.9085232884,1.2795164274,1.2167923237,1.1016905716,1.5565044007,0.7429224466,1.0069543039,1.0102812616,1.1900563148,1.0535467981,0.9424680328
NIC,1.005674282,0.9504171982,0.9779365146,0.862793271,1.0994167382,1.1347299012,1.0068936032,1.0375459123,1.1496998949,0.9015252483,1.0698617615,0.9695530441,1.2168031476,1.145152751,1.0496795505,1.054455495
NLD,1.0748530955,0.9840123458,1.0085730161,0.9670250592,1.0217637203,1.0878121386,1.1250268176,1.0691863791,0.9990881693,0.984552956,0.8896917037,1.17400038,1.0272161031,0.9984752807,1.1219517585,0.9806283407
NOR,1.087769589,0.9777299305,1.0692253922,0.9594762488,1.0599826787,1.0877796836,1.030913951,0.9694478778,1.0492456459,1.0418313368,0.8903221009,1.0582731965,1.0726978761,1.0310110024,1.0584240511,1.0274140803
NPL,1.2202892937,0.9638663736,1.3954586119,0.9108454867,1.2177821599,0.7537436833,1.4106665561,1.0274906927,0.4861457898,0.5448015893,0.7549676019,0.876668344,0.9802732729,0.8533487637,1.013701599,1.0323552594
NZL,1.0044721611,0.9289871722,1.0823515845,0.9894373009,1.103171096,0.976857047,1.0628928418,1.1046699335,0.9221108094,1.1459267901,1.0183377589,1.082978627,0.9710973672,1.0789337943,1.0377935953,1.0512621518
OMN,0.9901771891,1.2399887191,0.4695942613,0.4105370311,1.299533893,0.9118439702,0.4403348438,0.877786102,1.2111690739,1.0553501335,0.8042934633,0.7472169963,1.075343029,1.0191098724,1.0923869475,0.9966808157
PAK,0.9617818755,1.004868184,0.9556018316,1.0105494475,0.9257501279,1.0739075409,0.9811130884,0.9168963164,1.0317991761,1.0596258462,0.9996423148,1.0472766925,1.0569126052,1.2094167816,0.9723892766,0.9808482868
PAN,1.0110370473,0.5897586808,1.3726365558,0.9858974033,1.2679302646,0.7747293001,1.0108262192,1.2892481035,1.1212224336,0.6971394693,0.9802162006,1.0200306449,1.1876379705,1.0753797752,1.0443963675,1.0819741496
PER,0.9890738393,1.2197261351,1.1074065383,1.1438835556,0.6706720741,0.7868023763,1.2768024506,0.6873890244,1.2769748859,0.4978249657,0.9293527477,1.4117381909,0.9197774737,1.0176397469,1.0077560451,0.9903159255
PHL,0.9656466115,1.1203049414,1.0647148338,1.0938188866,1.0607442467,1.0743615799,1.3006804257,0.9956702554,0.8938412544,1.0558993138,0.9558385634,1.0572719051,0.9951775952,0.9843798119,0.9961049903,0.9416104105
PLW,0.973741408,-0.1000112922,1.1319910515,0.7939910486,1.1389355745,0.9856818578,0.8313601812,0.9262282401,0.8882384248,0.8184892895,0.9943877055,1.0313345678,1.0640000004,0.9512735317,0.9474279126,1.1649733372
PNG,0.7724373559,0.5906684577,0.8232457235,0.7775563636,0.7755876907,1.1740989787,1.0814092546,0.2721163496,1.5791128509,0.9951732234,1.3284174955,0.9583309445,1.2609791444,0.6597162167,1.0251084518,
POL,1.1549075689,1.049216044,1.0904241955,0.9872216541,1.0767760758,1.0755645118,1.0398882479,1.1421270426,1.1270873303,1.1389264777,0.9555693467,1.1022516663,1.0751207043,1.0534540323,1.1421436728,1.040646353
PRT,1.1112074279,1.0466802373,0.9007890076,1.130685457,0.9519259165,0.9399025985,1.1654844775,1.1334413807,1.071809696,1.0330331066,1.2011118179,1.0155652379,0.983256077,1.0541543258,1.029178892,0.8824446375
PRY,1.3110970434,0.9120467354,0.959269172,0.9960756263,1.0719566078,1.1695696698,1.0138275818,1.0309505126,0.9698518079,0.8916200405,0.9885752149,0.9971726969,1.0176850818,1.3771926082,1.0478659672,1.0165271833
QAT,,0.686572218,1.1682354773,1.043717906,1.3092595755,0.7627219814,0.967744854,1.3665133816,1.2994102453,1.0960124586,1.2841216806,1.0377936062,0.7453956636,1.2858546162,1.1776433555,0.8208106787
ROM,0.9495283404,0.9935827809,1.098504484,1.0100910121,1.1893117239,1.1286835076,1.0836280796,1.1703911171,1.2366926762,1.1586684999,1.0922995754,0.8959992829,1.0522804981,1.309475372,1.0619151908,1.0313637677
RUS,1.211761095,1.049607953,1.1098648681,1.0954007153,1.1347047883,1.1029508319,1.0855597835,1.1708989612,1.0654010953,0.9671349502,0.978669089,1.0181374544,1.0582041826,1.0964635672,1.0087302544,1.0078559864
RWA,1.0921982877,1.1557328599,1.2637254907,1.0860112602,1.1190916688,1.1877712032,1.1846375766,1.0384615383,1.2787440703,1.0003130545,1.0930094961,0.897622928,0.946038078,0.9208718311,1.1746747075,1.1332088955
SAU,0.4725806994,0.9739215735,0.7499389616,1.2192406567,0.7235082513,1.1020899782,0.8767807717,1.246658867,0.8994906,0.7812402259,0.8742804536,1.2799082308,0.8404791896,1.141974234,0.9451261991,0.991379778
SDN,0.9486487871,0.8179987116,0.5616726533,0.9107397393,0.5403503966,1.2367466364,1.0041974437,0.8585315456,1.0400542664,0.9763840205,1.0200055956,0.9957236005,0.9676970825,0.9784883493,1.0654520848,1.056973217
SEN,0.9328395062,0.887799352,0.929843869,0.9202599289,1.0112182883,0.884783098,1.426052624,0.9033632392,1.1082462459,1.2510324274,-0.3244336265,0.8728199459,1.1992971654,0.9386364822,1.0217153355,1.1105793348
SGP,1.2223070328,0.9592194995,1.1794553757,1.7854980738,1.3699242228,1.0124437614,1.1469322891,1.9204306122,-0.6055815142,0.9391599108,0.902050057,1.3881206671,0.2104054011,1.2527727334,0.9842544047,0.9475632427
SLB,0.7146503394,0.7444179935,0.9439999498,1.0316667024,1.0979674186,1.1084238649,1.1389329997,0.9579272971,1.0556005298,0.8273336999,1.0981235296,1.2183943166,1.0932122371,1.0602877369,0.8942992517,1.0529995124
SLE,0.8024101925,0.20878606,1.3647938324,1.0362869389,1.1631402065,1.3902293788,0.4070389791,1.4212393331,1.0375707878,1.1269100671,0.8765555124,0.6100381352,0.9874499247,1.0687106042,1.102848688,0.5549241319
SLV,1.0274428066,0.9620478184,1.0156295217,0.8740395914,1.0946177476,1.0431139654,0.9542697769,1.0374903675,1.1502825967,0.9682199601,1.0559588039,0.9497642355,0.8705933195,1.2724035787,0.9848685948,1.005388615
SRB,0.9250490116,0.9471282233,0.9992225781,0.9466923272,0.9872479009,0.9266956338,1.2268311929,1.1769081087,1.1212592667,1.1613368315,1.0228384529,0.8847454549,1.1872082984,1.0143459825,1.066430992,0.920978727
STP,,0.9074987173,0.7584277248,0.8732526127,0.8501642898,1.0383285244,0.9831551713,1.0650720987,1.163723436,0.8725027739,0.9681021177,1.0122609961,0.8451874002,1.0962958875,1.1377618852,1.033251344
SUR,0.9327510286,0.9377283007,1.731635211,1.120203091,1.2123556971,1.0689340003,0.9128827682,1.0279439057,0.9798054398,0.9814701341,0.5411701139,1.4734862607,0.7388152407,1.3879906373,0.9591617035,0.9025304968
SVK,1.1186222664,0.9520570976,1.178656232,1.0853096677,1.079975575,1.1348218903,1.1818122404,1.2954481569,1.0867929974,1.0709921098,1.0486606255,1.083069305,1.1403018969,1.0563695386,1.1663217041,1.0301934512
SVN,1.0688694943,0.9376124649,1.0591156095,1.0859217879,1.0431550459,1.0433827525,1.0898717914,1.1216084525,0.9544970458,1.0435938172,1.0204144826,1.0148500267,1.0123573452,1.0602759413,1.2845216067,0.9887786642
SWE,1.1361512482,0.996046621,1.0071750602,1.0272825985,1.1140874284,1.1487218903,1.099900937,1.0978694574,1.0672684488,1.0329057247,0.8674413994,1.2031770416,1.0988953045,1.0965963417,1.1195132379,1.1225295047
SWZ,1.1187727817,1.0955600264,1.1203552009,1.2303484062,1.0939878543,1.1419682792,1.1272531253,0.9927631157,0.9541093128,1.1256792627,1.0901764102,1.0235049646,0.7868961412,1.3383399159,0.8340106613,1.0368963431
SYC,0.7838303909,0.7391030118,1.3266574123,0.8426425776,0.2726824693,1.315293084,1.0544590717,1.4714555174,0.798779661,0.8410891686,1.2618403125,1.4341914425,0.7646160958,1.2927046273,1.0797571861,1.0238502374
TCD,0.0773140208,1.2772581377,1.2141840283,-1.412926809,1.6950517996,1.2200491987,0.9761490454,0.790738776,0.851555022,1.1578135137,1.1594459942,0.9165157494,1.1634418223,0.86382435,1.1516536385,0.9902786212
TGO,1.2125498108,1.2562011379,0.8622358709,0.7147984576,1.1335628401,1.1080933493,1.2599435165,0.7359948693,0.6495379633,-0.2599267245,1.2062350105,1.2559422311,1.3052799754,1.0171283904,1.1272665582,1.073706939
THA,1.0293925897,0.9192885825,0.9776156071,0.982143064,0.9548044423,1.0478254872,1.0367960601,1.1064256803,1.0340817405,0.8686364321,1.0108385988,1.0045997823,1.0386447166,1.0686266027,0.9752580431,1.0395588607
TJK,1.3994658152,1.1523114959,1.5937535985,1.0020077421,0.7118321859,1.2315836307,0.956621658,0.7060055409,1.3701428119,1.392507597,1.052832593,1.3063890361,0.5284711245,0.7869796025,1.1648556422,1.073926786
TKM,1.1169801386,1.0577334138,0.9056225498,0.8296376968,1.0108482247,1.1785587824,1.1681285354,0.9427852989,1.2637961788,1.3573832777,0.8952223191,1.0952825948,1.1409932033,1.1425671426,0.8861778868,0.7616720064
TON,1.3385565801,1.2286525334,0.7293460722,0.7534450878,1.1177519623,0.9644493113,0.7267390702,1.140495028,0.9308633861,0.8620870988,1.297693799,1.3093384673,-0.4888820417,0.6160500377,0.9050687332,1.0524377443
TTO,1.0402628061,0.9765235408,0.9867929439,1.2353912838,0.9419962395,1.211296595,0.0418177426,1.0169790181,1.1338774345,0.9861684343,0.9288906376,1.0361481602,1.0915086559,1.0008302476,1.0150119382,1.0165110947
TUN,0.9164734958,0.9843973212,1.0221957311,1.0562669861,1.0225590378,1.0366026666,1.0749939723,1.0336398812,1.0241831162,1.0638681438,0.8344890861,1.0790408049,1.0029079798,1.0076304328,0.9446231154,0.8631825585
TUR,0.8708794975,1.0065759258,1.0441619608,0.9801253996,1.0861117132,0.9658892485,0.9710561522,0.8904828199,1.0749578867,0.9841162605,1.1041236956,1.1053776978,0.9441793022,1.2167061716,0.9458076429,1.0990536716
TZA,1.0068713076,0.7495593746,0.8372616013,1.0130433522,0.8522316579,0.6194170743,0.898231662,1.2149367594,1.0256791648,1.1824428823,0.7129256826,0.8695126874,0.7347376199,0.8832959807,1.0848622156,1.0507422327
UGA,0.8812587881,0.9879285933,1.1087914601,1.0760250359,0.9558998305,0.6129963934,0.8596395762,0.8791214545,0.9569908037,1.011172969,0.7853843356,1.004613454,1.1629541571,0.667625314,1.0459886876,1.0782419796
UKR,1.2098930636,1.0349021135,1.1663497836,1.1599154709,1.1600929935,0.9816841333,1.0229410929,1.1292633562,1.1258094789,0.9812548044,0.9513315163,1.0079813363,1.0417717295,1.0553956795,1.1373032194,1.1584146227
URY,1.3793573133,1.0030980249,1.0226675148,1.0256678347,0.6488778782,1.0881849562,0.7735559193,1.3313338347,0.3563294786,1.1364054265,1.5920589984,0.6587247056,0.8265562175,1.3490871245,1.0170874647,0.9657440548
USA,1.0210044414,1.052366454,1.021594491,1.0402392013,1.0366393845,1.0583127596,1.0799284317,1.0091046183,1.0589100761,1.0892843793,0.976682398,1.0778262546,1.1209791717,0.9757385999,1.0277492024,1.1038512647
UZB,1.0288176407,1.0478770183,0.9992427895,1.1557363071,1.2086676261,1.2681251335,1.0983874016,1.1972897734,1.1153218435,1.3712468212,1.2276648982,0.9757164431,1.1249818076,1.3860912516,1.0766475069,1.1164429491
VCT,1.2567903661,0.5803421092,1.0422526124,1.0316253593,0.8562853701,1.049760097,1.153767184,0.9022290601,1.1333402484,0.2238701313,1.5113014649,1.1911936188,0.468222185,1.3876583924,0.9740975981,0.9867553731
VEN,1.3172873935,0.7988035817,0.593306817,0.8569598807,1.8244549817,1.0211394568,1.1412711712,1.2825533936,0.8715637553,0.9285418912,0.8677489636,1.1943665525,0.8844225682,1.1597401917,,
VNM,0.8776994156,0.8357600646,0.8002233626,0.9053551023,0.8402931623,0.9768752384,1.0425043461,1.099713787,0.8559413298,0.8133642212,0.9383767316,0.9211752085,1.1513001277,1.1812384179,0.9049066982,0.9395342541
VUT,1.118440891,0.8447900654,0.9789792878,1.0858686236,1.7005182635,1.1060570462,1.560175372,-1.1060906468,1.2054328424,0.5188756581,1.0325816318,0.8415343057,1.315309929,1.1696855963,0.9102156214,0.9627716789
WLD,1.0381341716,0.9825592292,1.0140256546,0.9435972164,0.984726762,0.9786912488,1.0138779164,1.0253639703,0.993085361,0.9856321539,1.009258526,0.9889840904,1.0184023668,1.0237944659,1.0422845314,1.053505123
WSM,,,,,,,,,,,,,,,,
YEM,1.0131739971,0.8514396404,1.1399036053,0.8758925852,0.8935919669,0.9852616771,0.9872099912,1.0495577594,0.940130016,0.8745292274,1.2495557117,1.0467064453,1.1893801685,0.3064133431,0.9470941576,0.4277082608
ZAF,1.0644376103,1.0901701387,1.1576831719,0.7868489239,0.859824128,1.2572508796,0.9593026115,1.0176122761,0.932730354,0.9466239533,1.1784543694,1.0616630147,1.0568918301,1.0533563898,0.9929927587,1.1024120543
ZAR,1.6556489939,0.9045100999,0.8364248593,0.9815467564,0.6890118768,0.6057891884,0.9758977262,0.9497503077,1.0065498,1.1790581521,0.8148435067,0.6420365802,1.0662040501,0.9908406938,1.2041269671,1.0929925117
ZMB,1.0614030655,1.0113215108,1.0075313183,1.0050164097,1.1082990906,1.0065549141,1.3313269676,1.4839484094,0.6842381526,0.8538739808,1.0533529372,0.941611275,0.7653017777,0.8980728661,0.9835935147,1.0454955003
ZWE,1.1764404831,1.220841658,0.9178116073,0.8603214895,1.0970198992,0.6229212662,0.9896580405,1.0323776184,1.0368473953,1.022503426,1.0681829156,0.7753311454,1.0323698915,0.9709657758,0.5825872481,1.0741390822
